text,label,category
"Customer service job: Work from home, earn $3273070 weekly!",0,spam
"Customer service job: Work from home, earn $4443537 weekly!",0,spam
Earn $2950655 monthly! Part-time remote position available!,0,spam
Earn $1036942 monthly! Part-time remote position available!,0,spam
Earn $3427882 monthly! Part-time remote position available!,0,spam
Earn $4494165 monthly! Part-time remote position available!,0,spam
Earn $2420340 monthly! Part-time remote position available!,0,spam
Work from home - $3442793/week! Must have computer!,0,spam
Work from home - $2727467/week! Must have computer!,0,spam
Work from home - $4290392/week! Must have computer!,0,spam
Work from home - $1113749/week! Must have computer!,0,spam
Work from home - $1484759/week! Must have computer!,0,spam
Home-based business opportunity: Make $3409683 per month!,0,spam
Home-based business opportunity: Make $4034306 per month!,0,spam
Home-based business opportunity: Make $1225600 per month!,0,spam
Home-based business opportunity: Make $2040007 per month!,0,spam
Home-based business opportunity: Make $2053930 per month!,0,spam
Online opportunity: Earn $1175581-155714 weekly! Limited spots!,0,spam
Online opportunity: Earn $2557355-498872 weekly! Limited spots!,0,spam
Online opportunity: Earn $3224126-270304 weekly! Limited spots!,0,spam
Online opportunity: Earn $1430503-361434 weekly! Limited spots!,0,spam
Online opportunity: Earn $4407006-505968 weekly! Limited spots!,0,spam
Work from anywhere! Earn $1260033 per week! No fees!,0,spam
Work from anywhere! Earn $1699944 per week! No fees!,0,spam
Work from anywhere! Earn $470550 per week! No fees!,0,spam
Work from anywhere! Earn $338497 per week! No fees!,0,spam
Work from anywhere! Earn $1743582 per week! No fees!,0,spam
Stay home and earn $4013263! Complete simple tasks!,0,spam
Stay home and earn $4776880! Complete simple tasks!,0,spam
Stay home and earn $2112813! Complete simple tasks!,0,spam
Stay home and earn $2514539! Complete simple tasks!,0,spam
Stay home and earn $4275397! Complete simple tasks!,0,spam
Remote position available: Earn $4519021 weekly! Apply now!,0,spam
Remote position available: Earn $2518097 weekly! Apply now!,0,spam
Remote position available: Earn $1325923 weekly! Apply now!,0,spam
Remote position available: Earn $2547933 weekly! Apply now!,0,spam
Remote position available: Earn $3500086 weekly! Apply now!,0,spam
Make $2147890 from home! No investment required!,0,spam
Make $1804381 from home! No investment required!,0,spam
Make $4974943 from home! No investment required!,0,spam
Make $851939 from home! No investment required!,0,spam
Make $3472016 from home! No investment required!,0,spam
Earn extra income: $4805434/week working online!,0,spam
Earn extra income: $3031213/week working online!,0,spam
Earn extra income: $2173866/week working online!,0,spam
Earn extra income: $4298162/week working online!,0,spam
Earn extra income: $563955/week working online!,0,spam
At-home opportunity: Earn $1602280 monthly! Flexible schedule!,0,spam
At-home opportunity: Earn $1524990 monthly! Flexible schedule!,0,spam
At-home opportunity: Earn $72621 monthly! Flexible schedule!,0,spam
At-home opportunity: Earn $1681502 monthly! Flexible schedule!,0,spam
At-home opportunity: Earn $4475668 monthly! Flexible schedule!,0,spam
Online business: $2542156 monthly potential! Free training!,0,spam
Online business: $3725143 monthly potential! Free training!,0,spam
Online business: $1046634 monthly potential! Free training!,0,spam
Online business: $2659178 monthly potential! Free training!,0,spam
Online business: $61864 monthly potential! Free training!,0,spam
Work from home earning $709430! Start immediately!,0,spam
Work from home earning $4737034! Start immediately!,0,spam
Work from home earning $2459571! Start immediately!,0,spam
Work from home earning $918643! Start immediately!,0,spam
Work from home earning $2694353! Start immediately!,0,spam
Part-time online work: $4406735/week! No experience!,0,spam
Part-time online work: $3482916/week! No experience!,0,spam
Part-time online work: $4530731/week! No experience!,0,spam
Part-time online work: $690451/week! No experience!,0,spam
Part-time online work: $2526878/week! No experience!,0,spam
Remote job opportunity: Earn $288102 weekly!,0,spam
Remote job opportunity: Earn $3329294 weekly!,0,spam
Remote job opportunity: Earn $3802663 weekly!,0,spam
Remote job opportunity: Earn $1563960 weekly!,0,spam
Remote job opportunity: Earn $3066383 weekly!,0,spam
Generate income from home: $2917083 weekly potential!,0,spam
Generate income from home: $1862072 weekly potential!,0,spam
Generate income from home: $4473438 weekly potential!,0,spam
Generate income from home: $1276496 weekly potential!,0,spam
Generate income from home: $3998556 weekly potential!,0,spam
"Dear Brown, I have a business proposal involving $4983706. Contact me for details.",0,spam
"Dear Williams, I have a business proposal involving $3515904. Contact me for details.",0,spam
"Dear Williams, I have a business proposal involving $3720352. Contact me for details.",0,spam
"Dear Smith, I have a business proposal involving $3952951. Contact me for details.",0,spam
"Dear John, I have a business proposal involving $2143889. Contact me for details.",0,spam
CONFIDENTIAL BUSINESS PROPOSAL: $3042284 waiting to be transferred. Reply for info.,0,spam
CONFIDENTIAL BUSINESS PROPOSAL: $2315128 waiting to be transferred. Reply for info.,0,spam
CONFIDENTIAL BUSINESS PROPOSAL: $4074078 waiting to be transferred. Reply for info.,0,spam
CONFIDENTIAL BUSINESS PROPOSAL: $4354408 waiting to be transferred. Reply for info.,0,spam
CONFIDENTIAL BUSINESS PROPOSAL: $2002641 waiting to be transferred. Reply for info.,0,spam
"Dear John, A deceased client left $3623178. You can claim as next of kin.",0,spam
"Dear David, A deceased client left $239023. You can claim as next of kin.",0,spam
"Dear Maria, A deceased client left $401968. You can claim as next of kin.",0,spam
"Dear James, A deceased client left $3367523. You can claim as next of kin.",0,spam
"Dear Johnson, A deceased client left $2566531. You can claim as next of kin.",0,spam
URGENT: I need a partner to help transfer $2221300. Your share: $898055!,0,spam
URGENT: I need a partner to help transfer $4881885. Your share: $326111!,0,spam
URGENT: I need a partner to help transfer $3395341. Your share: $894105!,0,spam
URGENT: I need a partner to help transfer $2466514. Your share: $643717!,0,spam
URGENT: I need a partner to help transfer $4149107. Your share: $235872!,0,spam
"Dear Johnson, I represent a wealthy client who wants to invest $4054990.",0,spam
"Dear David, I represent a wealthy client who wants to invest $2194556.",0,spam
"Dear James, I represent a wealthy client who wants to invest $1129207.",0,spam
